id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
494693,AL,INDIVIDUAL,2 years,Mdoern Technology Solutions  Inc,B,MORTGAGE,10-04-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,633435,major purchase,B3, 36 months,Verified,120000.0,0.0088,789.58,0.1062,24250,24,28427
1035444,FL,INDIVIDUAL,1 year,Florida National College,C,RENT,11-11-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,1265071,Debt consolidation,C1, 36 months,Source Verified,42000.0,0.0806,339.31,0.1349,10000,32,11331
382452,IL,INDIVIDUAL,7 years,MWH Global,C,MORTGAGE,09-03-2021,16-03-2021,09-08-2021,Fully Paid,09-09-2021,409382,other,C1, 36 months,Not Verified,66500.0,0.1429,46.86,0.1253,1400,40,1457
486459,NY,INDIVIDUAL,2 years,FDNY,D,RENT,10-02-2021,16-05-2021,10-09-2021,Charged Off,10-10-2021,619958,Debt consolidation,D5, 36 months,Not Verified,31800.0,0.2307,299.15,0.1607,8500,8,1810
723733,FL,INDIVIDUAL,10+ years,Costco Wholesale,A,MORTGAGE,11-04-2021,14-04-2021,14-05-2021,Fully Paid,14-06-2021,918757,car,A4, 36 months,Source Verified,94128.0,0.1943,136.45,0.0729,4400,25,4912
598545,MI,INDIVIDUAL,6 years,self employed,E,MORTGAGE,10-10-2021,15-01-2021,14-04-2021,Fully Paid,14-05-2021,768194,major purchase,E2, 60 months,Source Verified,60000.0,0.0468,266.75,0.1682,14400,4,15359
1013065,OR,INDIVIDUAL,6 years,St. Paul's Episcopal Church,C,MORTGAGE,11-12-2021,16-05-2021,13-12-2021,Fully Paid,13-01-2022,1240233,Debt consolidation,C3, 36 months,Verified,96000.0,0.1824,724.38,0.1465,21000,24,25382
740694,VA,INDIVIDUAL,10+ years,Dept of the Army Civilian,C,MORTGAGE,11-04-2021,16-05-2021,12-05-2021,Fully Paid,12-06-2021,938449,other,C2, 36 months,Not Verified,118374.0,0.2148,118.76,0.1349,3500,31,3911
576413,WI,INDIVIDUAL,10+ years,usps,C,MORTGAGE,10-09-2021,12-06-2021,12-01-2021,Charged Off,12-02-2021,741302,credit card,C2, 60 months,Verified,60000.0,0.1628,207.6,0.1361,9000,26,4317
807020,WA,INDIVIDUAL,10+ years,Seattle Public Utilities,A,MORTGAGE,11-07-2021,16-05-2021,14-07-2021,Fully Paid,14-08-2021,1013462,credit card,A3, 36 months,Not Verified,65253.0,0.0874,496.28,0.0699,16075,21,17866
607617,TX,INDIVIDUAL,6 years,,B,RENT,10-11-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,779457,credit card,B3, 60 months,Verified,200000.0,0.187,421.22,0.0962,20000,30,24943
259032,SC,INDIVIDUAL,5 years,"USC CApital Funding,LLC",B,MORTGAGE,08-02-2021,11-02-2021,11-03-2021,Fully Paid,11-04-2021,259015,other,B2, 36 months,Not Verified,200000.0,0.0495,803.87,0.0976,25000,8,28939
476142,IL,INDIVIDUAL,3 years,STARCON,B,MORTGAGE,10-01-2021,11-07-2021,11-11-2021,Charged Off,11-12-2021,603047,home improvement,B3, 36 months,Not Verified,80000.0,0.1059,331.34,0.1183,10000,36,6625
947619,CA,INDIVIDUAL,2 years,Earlwood Care Center,D,OWN,11-11-2021,15-10-2021,15-10-2021,Fully Paid,15-11-2021,1168370,home improvement,D5, 60 months,Verified,58000.0,0.1674,510.6,0.1825,20000,26,29894
658571,IL,INDIVIDUAL,10+ years,Jason Industrial,C,MORTGAGE,11-02-2021,12-09-2021,12-10-2021,Fully Paid,12-11-2021,842256,Debt consolidation,C4, 36 months,Verified,42500.0,0.0028,340.81,0.138,10000,16,11771
605281,PA,INDIVIDUAL,< 1 year,Legion Insurance,A,RENT,10-10-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,776501,Debt consolidation,A1, 36 months,Not Verified,36996.0,0.1469,150.8,0.0542,5000,14,5429
764893,GA,INDIVIDUAL,8 years,Catamount Constructors  Inc,F,MORTGAGE,11-05-2021,16-03-2021,15-05-2021,Fully Paid,15-06-2021,965664,Debt consolidation,F3, 60 months,Verified,85404.0,0.1678,778.98,0.2099,28800,31,45561
872939,WA,INDIVIDUAL,5 years,Boeing,C,OWN,11-09-2021,11-09-2021,11-10-2021,Fully Paid,11-11-2021,1087219,Debt consolidation,C2, 36 months,Verified,80000.0,0.0327,74.65,0.1349,2200,6,2225
831660,FL,INDIVIDUAL,3 years,North Okaloosa Medical Center,B,RENT,11-08-2021,14-05-2021,13-12-2021,Charged Off,13-01-2022,1040911,major purchase,B4, 36 months,Not Verified,26400.0,0.1727,131.89,0.1149,4000,7,3835
740799,NM,INDIVIDUAL,2 years,US Customs  and  Border Protectio,C,MORTGAGE,11-05-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,938569,Debt consolidation,C5, 60 months,Source Verified,78000.0,0.1743,313.24,0.1523,13100,24,14505
1030254,FL,INDIVIDUAL,4 years,New College of Florida,B,MORTGAGE,11-11-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,1259659,Debt consolidation,B1, 36 months,Not Verified,35000.0,0.1824,257.8,0.0991,8000,15,9281
526903,NJ,INDIVIDUAL,2 years,FitnessEm,A,MORTGAGE,10-06-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,681590,educational,A4, 36 months,Not Verified,120000.0,0.0816,373.33,0.0751,12000,36,13096
543297,IL,INDIVIDUAL,4 years,pinnacle services,B,MORTGAGE,10-07-2021,15-07-2021,15-07-2021,Fully Paid,15-08-2021,700957,other,B2, 60 months,Not Verified,59000.0,0.045,247.53,0.1075,15000,26,14851
1061837,NJ,INDIVIDUAL,7 years,Applied Development Companies,A,RENT,11-12-2021,15-10-2021,14-12-2021,Fully Paid,14-01-2022,1293455,house,A1, 36 months,Not Verified,60000.0,0.1278,456.54,0.0603,15000,27,16435
634365,CA,INDIVIDUAL,< 1 year,,F,RENT,10-12-2021,16-05-2021,14-07-2021,Fully Paid,14-08-2021,812674,moving,F2, 60 months,Source Verified,52000.0,0.0672,63.72,0.1817,2500,14,3492
814373,CA,INDIVIDUAL,4 years,ncr,C,MORTGAGE,11-07-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,1021884,home improvement,C1, 36 months,Source Verified,50000.0,0.2016,74.12,0.1299,2200,28,2668
537070,NY,INDIVIDUAL,2 years,Elderplan,D,RENT,10-07-2021,15-01-2021,11-03-2021,Fully Paid,11-04-2021,693770,Debt consolidation,D2, 60 months,Verified,51000.0,0.1405,229.45,0.1521,9600,9,10534
644065,NC,INDIVIDUAL,10+ years,Duke Energy,A,MORTGAGE,11-01-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,824208,home improvement,A2, 36 months,Verified,120000.0,0.0509,454.91,0.0579,15000,46,16377
736261,CA,INDIVIDUAL,4 years,Phillips & Cohen LLP,C,RENT,11-05-2021,15-11-2021,14-06-2021,Fully Paid,14-07-2021,933123,credit card,C2, 36 months,Source Verified,50000.0,0.1272,203.59,0.1349,6000,19,7329
690475,CA,INDIVIDUAL,4 years,Universal Protection Service,E,RENT,11-03-2021,16-05-2021,16-03-2021,Fully Paid,16-04-2021,880897,medical,E1, 60 months,Not Verified,50000.0,0.1654,73.6,0.164,3000,11,4415
538757,CA,INDIVIDUAL,10+ years,Ramona Unified School District,C,MORTGAGE,10-07-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,695759,credit card,C1, 60 months,Verified,114107.0,0.1242,457.42,0.1323,20000,22,26174
825885,KS,INDIVIDUAL,10+ years,USD 281: Hill City Grade School,E,MORTGAGE,11-07-2021,15-11-2021,14-08-2021,Fully Paid,14-09-2021,1034718,Debt consolidation,E2, 36 months,Source Verified,62000.0,0.0406,150.85,0.1839,4150,15,5430
300596,IL,INDIVIDUAL,3 years,Peacock Nine,C,RENT,08-03-2021,11-03-2021,11-04-2021,Fully Paid,11-05-2021,300593,Debt consolidation,C3, 36 months,Not Verified,55000.0,0.0842,462.74,0.1166,14000,22,16658
552630,AZ,INDIVIDUAL,5 years,Charles Schwab,D,OWN,10-07-2021,16-05-2021,15-08-2021,Fully Paid,15-09-2021,708107,credit card,D5, 60 months,Source Verified,68000.0,0.0593,489.77,0.1632,20000,8,29386
1057080,UT,INDIVIDUAL,< 1 year,Convergys Corp,B,RENT,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,1288634,Debt consolidation,B2, 36 months,Verified,19240.0,0.1821,289.09,0.1065,8875,7,10412
597110,CA,INDIVIDUAL,< 1 year,"Caufield & James, LLP",E,RENT,10-10-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,766446,Debt consolidation,E4, 60 months,Source Verified,52320.0,0.1628,258.47,0.1756,16000,14,14363
613190,AZ,INDIVIDUAL,7 years,Cengage Learning,B,MORTGAGE,10-11-2021,16-01-2021,15-12-2021,Fully Paid,15-01-2022,786204,home improvement,B3, 60 months,Verified,90000.0,0.0795,315.91,0.0962,15000,28,19382
1031991,CA,INDIVIDUAL,6 years,Fairfield Residential Company LLC,E,OWN,11-11-2021,14-06-2021,14-01-2021,Charged Off,14-02-2021,1261421,Debt consolidation,E1, 60 months,Verified,77000.0,0.1189,229.12,0.1864,8900,22,6602
642011,CA,INDIVIDUAL,10+ years,Italian Ministry of Foreign Affairs,C,MORTGAGE,11-01-2021,15-06-2021,15-05-2021,Fully Paid,15-06-2021,821778,credit card,C2, 60 months,Verified,105000.0,0.0639,338.31,0.1261,15000,21,20195
976073,LA,INDIVIDUAL,5 years,Jimmy Swaggart Ministries,D,OWN,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,1198395,wedding,D1, 36 months,Source Verified,36000.0,0.2083,141.21,0.1629,4000,9,5083
468409,FL,INDIVIDUAL,2 years,cablevision,C,RENT,09-12-2021,10-11-2021,10-06-2021,Charged Off,10-07-2021,589891,Debt consolidation,C2, 36 months,Not Verified,50000.0,0.0326,169.01,0.1322,5000,10,1231
1034117,CO,INDIVIDUAL,5 years,Janus Capital Group,E,MORTGAGE,11-12-2021,15-03-2021,15-03-2021,Fully Paid,15-04-2021,1263700,Debt consolidation,E4, 60 months,Verified,110000.0,0.109,925.54,0.1991,35000,18,52575
607179,NY,INDIVIDUAL,1 year,Columbia University,C,RENT,10-11-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,778933,wedding,C2, 36 months,Verified,48000.0,0.026,184.29,0.1261,5500,5,5723
777898,OR,INDIVIDUAL,7 years,Doug Fir,A,MORTGAGE,11-06-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,980426,small business,A4, 36 months,Not Verified,40000.0,0.0393,435.43,0.0749,14000,25,15675
1035631,MI,INDIVIDUAL,< 1 year,City of Troy,A,RENT,11-12-2021,16-05-2021,12-06-2021,Fully Paid,12-07-2021,1265281,car,A4, 36 months,Not Verified,53000.0,0.1723,156.46,0.079,5000,21,5185
869785,IL,INDIVIDUAL,1 year,Groupon,A,RENT,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1083679,wedding,A4, 36 months,Not Verified,35000.0,0.1193,466.53,0.0749,15000,25,16795
696329,NV,INDIVIDUAL,9 years,Las Vegas Professional Hockey,C,MORTGAGE,11-03-2021,16-04-2021,16-04-2021,Fully Paid,16-05-2021,887485,Debt consolidation,C1, 60 months,Not Verified,122000.0,0.1723,397.58,0.1268,17600,21,23855
1068018,CA,INDIVIDUAL,10+ years,vons,C,RENT,11-12-2021,16-05-2021,13-10-2021,Charged Off,13-11-2021,1302371,credit card,C1, 60 months,Verified,25000.0,0.2189,309.99,0.1349,13475,14,6199
812332,VA,INDIVIDUAL,< 1 year,"Veritiss, LLC",A,OWN,11-07-2021,12-02-2021,12-01-2021,Fully Paid,12-02-2021,1019483,Debt consolidation,A4, 36 months,Source Verified,105000.0,0.1661,227.82,0.0749,10000,24,7582
647185,MI,INDIVIDUAL,< 1 year,IBM,D,RENT,11-01-2021,16-04-2021,14-01-2021,Fully Paid,14-02-2021,828031,moving,D5, 36 months,Not Verified,39600.0,0.1212,34.95,0.1557,1000,10,1258
830426,VA,INDIVIDUAL,10+ years,HCS,B,OWN,11-07-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,1039597,Debt consolidation,B4, 36 months,Not Verified,336000.0,0.0285,296.75,0.1149,9000,20,10683
779326,WI,INDIVIDUAL,10+ years,us bancorp fund services,C,MORTGAGE,11-06-2021,16-05-2021,12-05-2021,Charged Off,12-06-2021,982002,Debt consolidation,C2, 36 months,Not Verified,33000.0,0.2284,69.56,0.1349,2050,19,691
764948,TX,INDIVIDUAL,10+ years,Eagle Mountain-Saginaw ISD,C,RENT,11-05-2021,16-05-2021,15-06-2021,Fully Paid,15-07-2021,965729,Debt consolidation,C5, 60 months,Verified,53000.0,0.2124,549.95,0.1523,23000,24,32496
830911,FL,INDIVIDUAL,3 years,soldevilla inc,F,RENT,11-08-2021,14-12-2021,14-04-2021,Fully Paid,14-05-2021,1040091,small business,F1, 60 months,Source Verified,60000.0,0.0338,109.2,0.2025,4100,16,5873
718153,NV,INDIVIDUAL,4 years,Mojave Electric,E,MORTGAGE,11-04-2021,13-02-2021,12-12-2021,Fully Paid,12-01-2022,912324,home improvement,E5, 60 months,Verified,90000.0,0.1183,405.26,0.1788,16000,20,20251
620738,CA,INDIVIDUAL,2 years,Nexius Inc,A,RENT,10-11-2021,12-11-2021,12-11-2021,Fully Paid,12-12-2021,795561,Debt consolidation,A5, 36 months,Not Verified,60000.0,0.2484,154.18,0.0691,5000,18,5472
979937,NJ,INDIVIDUAL,< 1 year,NetCom Learning,D,OWN,11-10-2021,16-05-2021,13-08-2021,Fully Paid,13-09-2021,1203099,credit card,D2, 36 months,Not Verified,55000.0,0.1285,238.11,0.1677,6700,10,8249
619668,GA,INDIVIDUAL,< 1 year,Marcus Jewish Community Center of Atlant,B,RENT,10-12-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,794235,credit card,B3, 36 months,Not Verified,35000.0,0.2496,192.54,0.0962,6000,7,6931
1054165,OH,INDIVIDUAL,1 year,"Hoffman's ACE Hardware (Norton, OH)",B,RENT,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,1285789,house,B2, 60 months,Not Verified,31200.0,0.0346,279.31,0.1065,12950,28,14764
594400,IL,INDIVIDUAL,9 years,McKesson Corporation,E,MORTGAGE,10-11-2021,15-05-2021,13-11-2021,Fully Paid,13-12-2021,763276,Debt consolidation,E5, 36 months,Not Verified,105398.0,0.222,742.45,0.1743,20700,21,26731
739193,FL,INDIVIDUAL,10+ years,Tampa Police Department,D,MORTGAGE,11-04-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,936747,Debt consolidation,D4, 36 months,Verified,92000.0,0.1244,874.62,0.1565,25000,52,31486
491032,NY,INDIVIDUAL,6 years,Nuware Technologies,B,RENT,10-03-2021,16-05-2021,12-04-2021,Fully Paid,12-05-2021,627266,wedding,B1, 36 months,Not Verified,95000.0,0.009,483.16,0.0988,15000,12,17140
711367,TX,INDIVIDUAL,2 years,Gainsco Inc,C,MORTGAGE,11-04-2021,13-12-2021,13-08-2021,Charged Off,13-09-2021,904315,Debt consolidation,C1, 60 months,Source Verified,118000.0,0.1652,487.94,0.1268,21600,48,13989
651269,CA,INDIVIDUAL,10+ years,Raytheon,D,MORTGAGE,11-01-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,833102,Debt consolidation,D5, 60 months,Verified,117000.0,0.1683,608.22,0.1602,25000,33,34316
539484,MO,INDIVIDUAL,3 years,Fedex Ground,C,RENT,10-07-2021,16-05-2021,12-04-2021,Fully Paid,12-05-2021,696642,Debt consolidation,C2, 36 months,Verified,44500.0,0.1027,489.44,0.1361,14400,21,16948
883894,CA,INDIVIDUAL,10+ years,Constellation Energy,B,MORTGAGE,11-09-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,1099225,Debt consolidation,B1, 36 months,Verified,120000.0,0.2376,322.25,0.0991,10000,23,11335
711583,GA,INDIVIDUAL,6 years,Gray &Company,C,MORTGAGE,11-03-2021,16-05-2021,12-09-2021,Fully Paid,12-10-2021,904554,Debt consolidation,C1, 36 months,Source Verified,46000.0,0.175,201.25,0.1268,6000,22,6869
648324,CA,INDIVIDUAL,10+ years,Macy's,C,RENT,11-01-2021,14-10-2021,12-03-2021,Fully Paid,12-04-2021,829425,Debt consolidation,C1, 36 months,Verified,54396.0,0.2224,149.96,0.1223,4500,23,5041
514207,CA,INDIVIDUAL,8 years,contractors license board,C,MORTGAGE,10-05-2021,11-06-2021,11-05-2021,Fully Paid,11-06-2021,664616,Debt consolidation,C2, 36 months,Not Verified,42000.0,0.1757,263.21,0.1311,7800,23,8689
1031499,AZ,INDIVIDUAL,5 years,,A,RENT,11-12-2021,15-01-2021,13-02-2021,Fully Paid,13-03-2021,1261147,small business,A5, 36 months,Source Verified,125000.0,0.0294,666.82,0.089,21000,13,22826
369909,CA,INDIVIDUAL,3 years,Walgreen,B,RENT,09-01-2021,13-05-2021,09-07-2021,Fully Paid,09-08-2021,386211,wedding,B1, 36 months,Verified,40000.0,0.0768,261.71,0.1095,8000,16,8412
783884,WA,INDIVIDUAL,10+ years,Bank Of America,A,RENT,11-06-2021,16-04-2021,13-04-2021,Fully Paid,13-05-2021,987039,Debt consolidation,A4, 36 months,Source Verified,70000.0,0.0537,248.82,0.0749,8000,38,8778
665359,AZ,INDIVIDUAL,6 years,US Foodservice,B,MORTGAGE,11-02-2021,16-05-2021,11-10-2021,Fully Paid,11-11-2021,850670,other,B1, 36 months,Verified,92700.0,0.1698,48.15,0.0963,1500,34,1575
655370,TX,INDIVIDUAL,4 years,Texas Dept. of Aging,B,RENT,11-01-2021,11-08-2021,11-08-2021,Fully Paid,11-09-2021,838192,renewable_energy,B1, 36 months,Source Verified,63816.0,0.1397,112.33,0.0963,3500,21,3658
572896,CA,INDIVIDUAL,3 years,U.S. Army,B,RENT,10-09-2021,16-05-2021,11-04-2021,Charged Off,11-05-2021,736921,car,B3, 60 months,Not Verified,26000.0,0.1431,100.84,0.1112,4625,5,906
489163,VA,INDIVIDUAL,1 year,Cobham,B,RENT,10-03-2021,16-05-2021,12-10-2021,Fully Paid,12-11-2021,624039,other,B3, 36 months,Not Verified,60000.0,0.1902,390.72,0.1062,12000,19,14015
418421,TX,INDIVIDUAL,5 years,U.S. Army,C,RENT,09-06-2021,12-07-2021,12-07-2021,Fully Paid,12-08-2021,488300,other,C2, 36 months,Not Verified,29676.0,0.1609,90.77,0.1284,2700,8,3268
755554,CT,INDIVIDUAL,1 year,First Student,B,RENT,11-05-2021,16-04-2021,14-06-2021,Fully Paid,14-07-2021,955410,credit card,B5, 36 months,Not Verified,35000.0,0.1282,318.82,0.1199,9600,22,11493
513162,NJ,INDIVIDUAL,3 years,Henkles and  McCoy,E,RENT,10-05-2021,15-12-2021,15-06-2021,Fully Paid,15-07-2021,663021,major purchase,E2, 60 months,Not Verified,39996.0,0.0579,247.56,0.1682,10000,5,14854
453314,IL,INDIVIDUAL,8 years,Marcus Theatres,A,RENT,09-10-2021,10-06-2021,10-06-2021,Fully Paid,10-07-2021,560299,educational,A5, 36 months,Not Verified,16800.0,0.1493,158.86,0.0894,5000,13,5231
440704,PA,INDIVIDUAL,10+ years,Department of Transportation (DOT) - FAA,A,MORTGAGE,09-09-2021,11-11-2021,11-11-2021,Fully Paid,11-12-2021,534005,other,A5, 36 months,Verified,107900.0,0.0316,524.23,0.0894,16500,24,18230
539354,CT,INDIVIDUAL,8 years,Norwalk Hospital,B,RENT,10-07-2021,13-07-2021,13-07-2021,Fully Paid,13-08-2021,696496,Debt consolidation,B1, 36 months,Not Verified,92004.0,0.0912,194.68,0.1038,6000,13,7009
395896,MN,INDIVIDUAL,< 1 year,Applebee's,B,RENT,09-05-2021,12-01-2021,12-01-2021,Fully Paid,12-02-2021,435717,educational,B5, 36 months,Not Verified,10000.0,0.0,233.21,0.1221,7000,12,8381
871230,NY,INDIVIDUAL,1 year,Westchester Community College,C,RENT,11-09-2021,13-10-2021,13-07-2021,Charged Off,13-08-2021,1085301,Debt consolidation,C1, 60 months,Not Verified,45000.0,0.1349,318.48,0.1299,14000,46,7103
1047357,CO,INDIVIDUAL,10+ years,U.S. Army,C,MORTGAGE,11-12-2021,16-05-2021,14-02-2021,Charged Off,14-03-2021,1278450,Debt consolidation,C5, 60 months,Verified,96000.0,0.1504,850.39,0.1596,35000,19,35062
989313,FL,INDIVIDUAL,1 year,Armstrong World Industries,B,MORTGAGE,11-10-2021,13-09-2021,13-06-2021,Charged Off,13-07-2021,1213275,home improvement,B3, 36 months,Source Verified,29232.0,0.2102,363.84,0.1171,11000,6,4785
1040679,CO,INDIVIDUAL,7 years,,E,MORTGAGE,11-12-2021,13-11-2021,13-09-2021,Charged Off,13-10-2021,1224929,home improvement,E4, 60 months,Source Verified,175000.0,0.112,925.54,0.1991,35000,26,16760
473807,PA,INDIVIDUAL,< 1 year,,B,OWN,10-01-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,599104,car,B1, 36 months,Not Verified,12000.0,0.17,147.62,0.1114,4500,5,5315
653166,IL,INDIVIDUAL,6 years,BJC Healthcare,C,MORTGAGE,11-01-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,835318,major purchase,C1, 36 months,Source Verified,35000.0,0.0665,167.71,0.1268,5000,23,5438
447971,IL,INDIVIDUAL,< 1 year,Amanda Davis,A,RENT,09-10-2021,10-07-2021,10-02-2021,Charged Off,10-03-2021,549151,Debt consolidation,A5, 36 months,Not Verified,9600.0,0.2125,55.61,0.0894,1750,7,293
711318,NJ,INDIVIDUAL,10+ years,Hearst Magazines,B,MORTGAGE,11-03-2021,16-05-2021,16-04-2021,Fully Paid,16-05-2021,904208,Debt consolidation,B4, 60 months,Not Verified,85000.0,0.1433,259.36,0.1074,12000,25,15561
628220,PA,INDIVIDUAL,9 years,Structural Preservation Systems,A,MORTGAGE,10-12-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,805012,home improvement,A1, 36 months,Source Verified,75000.0,0.0302,311.41,0.0542,11500,25,11104
883253,CA,INDIVIDUAL,10+ years,saitech inc,C,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1098614,Debt consolidation,C2, 60 months,Verified,108000.0,0.1633,585.22,0.1427,25000,41,32135
769629,UT,INDIVIDUAL,10+ years,First American Title,B,MORTGAGE,11-06-2021,12-11-2021,12-06-2021,Fully Paid,12-07-2021,971116,small business,B1, 36 months,Verified,74000.0,0.1086,144.38,0.0999,4475,14,4835
603480,MI,INDIVIDUAL,2 years,Kroger,A,RENT,10-10-2021,14-03-2021,13-09-2021,Fully Paid,13-10-2021,774337,Debt consolidation,A3, 36 months,Verified,12000.0,0.16,189.1,0.0617,6200,7,6805
854575,NC,INDIVIDUAL,10+ years,Bed Bath & Beyond,B,MORTGAGE,11-09-2021,15-09-2021,14-02-2021,Fully Paid,14-03-2021,1066830,Debt consolidation,B4, 36 months,Verified,35000.0,0.0689,296.75,0.1149,9000,17,10606
373603,MI,INDIVIDUAL,< 1 year,Horizons Conference Center,B,OTHER,09-01-2021,16-05-2021,10-11-2021,Fully Paid,10-12-2021,393797,major purchase,B5, 36 months,Verified,23000.0,0.095,79.96,0.1221,2400,4,2754
491859,CA,INDIVIDUAL,1 year,California Community Collections,B,MORTGAGE,10-03-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,628729,other,B3, 36 months,Not Verified,48000.0,0.0445,136.76,0.1062,4200,6,4924
646491,NY,INDIVIDUAL,2 years,L. L. Services,D,RENT,11-01-2021,13-08-2021,12-06-2021,Fully Paid,12-07-2021,827159,Debt consolidation,D1, 36 months,Not Verified,34000.0,0.2287,205.33,0.1409,6000,10,6969
968013,WA,INDIVIDUAL,3 years,Army,D,RENT,11-09-2021,15-03-2021,14-10-2021,Fully Paid,14-11-2021,1188955,other,D2, 36 months,Source Verified,32400.0,0.17,85.3,0.1677,2400,7,3070
666481,CA,INDIVIDUAL,10+ years,"Ross Stores, Inc",B,MORTGAGE,11-02-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,852088,Debt consolidation,B2, 36 months,Verified,110000.0,0.1864,484.01,0.1,15000,16,17426
480530,FL,INDIVIDUAL,8 years,Plaza Gifts and Jewelry,B,RENT,10-02-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,610899,credit card,B3, 36 months,Not Verified,25000.0,0.0706,162.8,0.1062,5000,13,5861
769744,MN,INDIVIDUAL,< 1 year,Modis,B,RENT,11-06-2021,16-05-2021,11-12-2021,Charged Off,11-01-2022,971249,Debt consolidation,B2, 36 months,Not Verified,83200.0,0.1662,176.56,0.1059,5425,33,1058
872020,CA,INDIVIDUAL,4 years,Medtronic,E,RENT,11-09-2021,16-05-2021,12-02-2021,Fully Paid,12-03-2021,1086137,wedding,E5, 60 months,Verified,136500.0,0.1329,421.15,0.1969,16000,40,17286
500925,MO,INDIVIDUAL,9 years,Cerner Corporation,A,MORTGAGE,10-04-2021,16-05-2021,12-04-2021,Fully Paid,12-05-2021,643600,major purchase,A3, 36 months,Not Verified,78500.0,0.0495,148.51,0.0714,4800,24,5279
816765,TX,INDIVIDUAL,2 years,Harmony Science Academy,A,RENT,11-07-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,1024534,Debt consolidation,A5, 36 months,Source Verified,28956.0,0.2408,104.16,0.0849,3300,20,3571
733598,LA,INDIVIDUAL,3 years,Atwood Oceanics,C,MORTGAGE,11-04-2021,15-05-2021,14-05-2021,Fully Paid,14-06-2021,929980,small business,C1, 36 months,Verified,134400.0,0.2004,335.41,0.1268,10000,10,12074
985214,SC,INDIVIDUAL,10+ years,Moncrief medical home,D,RENT,11-10-2021,16-05-2021,12-06-2021,Charged Off,12-07-2021,1208701,other,D1, 36 months,Not Verified,35000.0,0.2431,169.45,0.1629,4800,25,5302
826833,CA,INDIVIDUAL,10+ years,Claim Jumper (owned by Landrys Inc.),C,MORTGAGE,11-07-2021,16-05-2021,16-05-2021,Current,16-06-2021,1035741,Debt consolidation,C2, 60 months,Source Verified,68000.0,0.1078,540.62,0.1349,23500,11,30802
441414,NJ,INDIVIDUAL,3 years,Progressive Insurance,D,MORTGAGE,09-09-2021,16-04-2021,12-05-2021,Fully Paid,12-06-2021,535485,wedding,D3, 36 months,Not Verified,51000.0,0.1652,278.53,0.1531,8000,13,9964
635610,CA,INDIVIDUAL,3 years,Riverside Superior Court,C,MORTGAGE,10-12-2021,16-05-2021,11-10-2021,Charged Off,11-11-2021,814236,other,C5, 60 months,Not Verified,36000.0,0.2127,92.5,0.1372,4000,31,847
443433,CA,INDIVIDUAL,2 years,Wells Fargo,B,RENT,09-09-2021,11-05-2021,11-06-2021,Fully Paid,11-07-2021,539561,Debt consolidation,B1, 36 months,Not Verified,77000.0,0.0584,524.86,0.1114,16000,28,18192
754480,NY,INDIVIDUAL,6 years,Ostrolenk Faber LLP,A,RENT,11-05-2021,16-04-2021,12-10-2021,Fully Paid,12-11-2021,954203,Debt consolidation,A1, 36 months,Verified,72000.0,0.0925,132.71,0.0542,4400,24,4667
861845,FL,INDIVIDUAL,10+ years,"Microsystems, Inc",B,MORTGAGE,11-09-2021,16-05-2021,16-05-2021,Current,16-06-2021,1074813,Debt consolidation,B4, 60 months,Source Verified,120000.0,0.0784,329.82,0.1149,15000,22,18436
